"group","recommendation","keeper_handle","archive_candidates","reason","variant_sets_match","color_sets_match","size_sets_match","image_url_sets_match","variant_only_on_nonkeeper","sitemap_notes","redirect_notes","product_1_handle","product_1_title","product_1_product_id","product_1_created_at","product_1_status","product_1_orders","product_1_units_sold","product_1_gross_sales","product_1_currency","product_1_inventory","product_1_variant_count","product_1_colors","product_1_sizes","product_1_sku_patterns","product_1_price_range","product_1_image_count","product_1_image_urls","product_1_vendor","product_1_fulfillment_services","product_1_provider_tags","product_1_in_sitemap","product_1_redirect_entries","product_2_handle","product_2_title","product_2_product_id","product_2_created_at","product_2_status","product_2_orders","product_2_units_sold","product_2_gross_sales","product_2_currency","product_2_inventory","product_2_variant_count","product_2_colors","product_2_sizes","product_2_sku_patterns","product_2_price_range","product_2_image_count","product_2_image_urls","product_2_vendor","product_2_fulfillment_services","product_2_provider_tags","product_2_in_sitemap","product_2_redirect_entries","product_3_handle","product_3_title","product_3_product_id","product_3_created_at","product_3_status","product_3_orders","product_3_units_sold","product_3_gross_sales","product_3_currency","product_3_inventory","product_3_variant_count","product_3_colors","product_3_sizes","product_3_sku_patterns","product_3_price_range","product_3_image_count","product_3_image_urls","product_3_vendor","product_3_fulfillment_services","product_3_provider_tags","product_3_in_sitemap","product_3_redirect_entries"
"1 love shirt","KEEP BOTH","1-love-shirt","","Same normalized title, but image URLs, variant sets, and SKU families differ; treat as distinct offers until artwork/provider intent is manually confirmed.","false","false","true","false","1-love-shirt-1: Athletic Heather | S |  | 1-love-shirt-1: Athletic Heather | M |  | 1-love-shirt-1: Athletic Heather | L |  | 1-love-shirt-1: Athletic Heather | XL |  | 1-love-shirt-1: Athletic Heather | 2XL |  | 1-love-shirt-1: White | S |  | 1-love-shirt-1: White | M |  | 1-love-shirt-1: White | L |  | 1-love-shirt-1: White | XL |  | 1-love-shirt-1: White | 2XL | ","1-love-shirt:yes | 1-love-shirt-1:no","1-love-shirt:/product/6597132025920  /product/1-love-shirt  301! | /product/6621011673152  /product/1-love-shirt  301! | /product/1-love-shirt-1  /product/1-love-shirt  301! || 1-love-shirt-1:/product/1-love-shirt-1  /product/1-love-shirt  301!","1-love-shirt","1 Love shirt","gid://shopify/Product/6597132025920","2022-03-10T11:36:34-06:00","active","0","0","0.00","","349965","35","Red | Yellow | Pink | Light Blue | Ash | True Royal | Kelly","S | M | L | XL | 2XL","8379974","36","7","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-ash-front-622a371a1a6cf.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-red-front-622a371a1c208.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-true-royal-front-622a371a1c615.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-kelly-front-622a371a1cbaa.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-pink-front-622a371a1d3d0.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-light-blue-front-622a371a1e378.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-yellow-front-622a371a1f7bb.jpg","MyShirtsDope.com","manual","","true","/product/6597132025920  /product/1-love-shirt  301! | /product/6621011673152  /product/1-love-shirt  301! | /product/1-love-shirt-1  /product/1-love-shirt  301!","1-love-shirt-1","1 Love shirt","gid://shopify/Product/6621011673152","2022-08-07T23:34:29-05:00","active","0","0","0.00","","349965","35","Red | True Royal | Kelly | Pink | Athletic Heather | Yellow | White","S | M | L | XL | 2XL","7646543","36","7","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-athletic-heather-front-62f0924f3ba72.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-red-front-62f0924f3e3ff.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-true-royal-front-62f0924f3e938.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-kelly-front-62f0924f3f39c.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-pink-front-62f0924f3fff5.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-yellow-front-62f0924f41234.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-white-front-62f0924f42839.jpg","MyShirtsDope.com","manual","","false","/product/1-love-shirt-1  /product/1-love-shirt  301!","","","","","","","","","","","","","","","","","","","","","",""
"all for the money hoodie","KEEP BOTH","all-for-the-money-hoodie","","Same normalized title, but image URLs, variant sets, and SKU families differ; treat as distinct offers until artwork/provider intent is manually confirmed.","false","false","false","false","all-for-the-money-hoodie-1: True Royal | S |  | all-for-the-money-hoodie-1: True Royal | M |  | all-for-the-money-hoodie-1: True Royal | L |  | all-for-the-money-hoodie-1: True Royal | XL |  | all-for-the-money-hoodie-1: Kelly | S |  | all-for-the-money-hoodie-1: Kelly | M |  | all-for-the-money-hoodie-1: Kelly | L |  | all-for-the-money-hoodie-1: Kelly | XL |  | all-for-the-money-hoodie-1: Athletic Heather | S |  | all-for-the-money-hoodie-1: Athletic Heather | M |  | all-for-the-money-hoodie-1: Athletic Heather | L |  | all-for-the-money-hoodie-1: Athletic Heather | XL | ","all-for-the-money-hoodie:yes | all-for-the-money-hoodie-1:no","all-for-the-money-hoodie:/product/6614213132352  /product/all-for-the-money-hoodie  301! | /product/6614213591104  /product/all-for-the-money-hoodie  301! | /product/all-for-the-money-hoodie-1  /product/all-for-the-money-hoodie  301! || all-for-the-money-hoodie-1:/product/all-for-the-money-hoodie-1  /product/all-for-the-money-hoodie  301!","all-for-the-money-hoodie","All For The Money hoodie","gid://shopify/Product/6614213132352","2022-07-22T14:55:57-05:00","active","0","0","0.00","","349965","35","Red | Indigo Blue | Irish Green | Sport Grey | Light Blue | Light Pink | White","S | M | L | XL | 2XL","4423754","60","7","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-sport-grey-front-62db00c452c0f.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-red-front-62db00c45a62c.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-indigo-blue-front-62db00c45ab40.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-irish-green-front-62db00c45b36b.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-light-blue-front-62db00c45d772.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-light-pink-front-62db00c45f105.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-white-front-62db00c462211.jpg","MyShirtsDope.com","manual","","true","/product/6614213132352  /product/all-for-the-money-hoodie  301! | /product/6614213591104  /product/all-for-the-money-hoodie  301! | /product/all-for-the-money-hoodie-1  /product/all-for-the-money-hoodie  301!","all-for-the-money-hoodie-1","All For The Money hoodie","gid://shopify/Product/6614213591104","2022-07-22T14:58:08-05:00","active","0","0","0.00","","199980","20","Red | True Royal | Kelly | Athletic Heather | White","S | M | L | XL","1077953","30","5","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-athletic-heather-front-62db014e13ae3.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-red-front-62db014e14248.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-true-royal-front-62db014e1431d.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-kelly-front-62db014e14411.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-white-front-62db014e14550.jpg","MyShirtsDope.com","manual","","false","/product/all-for-the-money-hoodie-1  /product/all-for-the-money-hoodie  301!","","","","","","","","","","","","","","","","","","","","","",""
"all i need loyalty shirt","KEEP BOTH","all-i-need-loyalty-shirt","","Same normalized title, but image URLs, variant sets, and SKU families differ; treat as distinct offers until artwork/provider intent is manually confirmed.","false","false","false","false","","all-i-need-loyalty-shirt:yes | all-i-need-loyalty-shirt-1:no","all-i-need-loyalty-shirt:/product/6613176156224  /product/all-i-need-loyalty-shirt  301! | /product/6613181071424  /product/all-i-need-loyalty-shirt  301! | /product/all-i-need-loyalty-shirt-1  /product/all-i-need-loyalty-shirt  301! || all-i-need-loyalty-shirt-1:/product/all-i-need-loyalty-shirt-1  /product/all-i-need-loyalty-shirt  301!","all-i-need-loyalty-shirt","All I Need Loyalty shirt","gid://shopify/Product/6613176156224","2022-07-19T23:18:15-05:00","active","0","0","0.00","","349965","35","Red | True Royal | Kelly | Pink | Athletic Heather | Yellow | White","S | M | L | XL | 2XL","1526511","36","7","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-athletic-heather-front-62d782025ba9c.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-red-front-62d782025fe45.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-true-royal-front-62d7820260340.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-kelly-front-62d7820260c5b.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-pink-front-62d7820261731.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-yellow-front-62d78202629f4.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-white-front-62d7820264746.jpg","MyShirtsDope.com","manual","","true","/product/6613176156224  /product/all-i-need-loyalty-shirt  301! | /product/6613181071424  /product/all-i-need-loyalty-shirt  301! | /product/all-i-need-loyalty-shirt-1  /product/all-i-need-loyalty-shirt  301!","all-i-need-loyalty-shirt-1","All I Need Loyalty shirt","gid://shopify/Product/6613181071424","2022-07-19T23:28:59-05:00","active","0","0","0.00","","199980","20","Red | True Royal | Kelly | Athletic Heather | White","S | M | L | XL","9330700","30","5","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-athletic-heather-front-62d7848888384.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-red-front-62d784888a42d.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-true-royal-front-62d784888a593.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-kelly-front-62d784888a7bb.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/youth-staple-tee-white-front-62d784888aa48.jpg","MyShirtsDope.com","manual","","false","/product/all-i-need-loyalty-shirt-1  /product/all-i-need-loyalty-shirt  301!","","","","","","","","","","","","","","","","","","","","","",""
"atlien hoodie","KEEP BOTH","atlien-hoodie","","Same normalized title, but image URLs, variant sets, and SKU families differ; treat as distinct offers until artwork/provider intent is manually confirmed.","false","false","true","false","atlien-hoodie-1: Black | S |  | atlien-hoodie-1: Black | M |  | atlien-hoodie-1: Black | L |  | atlien-hoodie-1: Black | XL |  | atlien-hoodie-1: Black | 2XL |  | atlien-hoodie-1: Navy | S |  | atlien-hoodie-1: Navy | M |  | atlien-hoodie-1: Navy | L |  | atlien-hoodie-1: Navy | XL |  | atlien-hoodie-1: Navy | 2XL | ","atlien-hoodie:yes | atlien-hoodie-1:no","atlien-hoodie:/product/6611681706048  /product/atlien-hoodie  301! | /product/6697317171264  /product/atlien-hoodie  301! | /product/atlien-hoodie-1  /product/atlien-hoodie  301! || atlien-hoodie-1:/product/atlien-hoodie-1  /product/atlien-hoodie  301!","atlien-hoodie","Atlien hoodie","gid://shopify/Product/6611681706048","2022-07-16T21:28:55-05:00","active","0","0","0.00","","349965","35","Red | Indigo Blue | Irish Green | Sport Grey | Light Blue | Light Pink | White","S | M | L | XL | 2XL","3889755","60","7","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-sport-grey-front-62d373e2645fc.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-red-front-62d373e265a13.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-indigo-blue-front-62d373e265d70.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-irish-green-front-62d373e266319.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-light-blue-front-62d373e266c49.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-light-pink-front-62d373e267899.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-white-front-62d373e2686df.jpg","MyShirtsDope.com","manual","","true","/product/6611681706048  /product/atlien-hoodie  301! | /product/6697317171264  /product/atlien-hoodie  301! | /product/atlien-hoodie-1  /product/atlien-hoodie  301!","atlien-hoodie-1","Atlien hoodie","gid://shopify/Product/6697317171264","2023-01-07T13:14:52-06:00","active","0","0","0.00","","299970","30","Black | Navy | Red | Irish Green | Sport Grey | Light Pink","S | M | L | XL | 2XL","6051585","60","6","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-sport-grey-front-63b9c4a29fb7d.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-black-front-63b9c4a2a0d94.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-navy-front-63b9c4a2a104e.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-red-front-63b9c4a2a149c.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-irish-green-front-63b9c4a2a1a77.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-light-pink-front-63b9c4a2a22ab.jpg","MyShirtsDope.com","manual","","false","/product/atlien-hoodie-1  /product/atlien-hoodie  301!","","","","","","","","","","","","","","","","","","","","","",""
"atlien shirt","KEEP BOTH","atlien-shirt","","Same normalized title, but image URLs, variant sets, and SKU families differ; treat as distinct offers until artwork/provider intent is manually confirmed.","false","false","true","false","atlien-shirt-1: Black | S |  | atlien-shirt-1: Black | M |  | atlien-shirt-1: Black | L |  | atlien-shirt-1: Black | XL |  | atlien-shirt-1: Black | 2XL |  | atlien-shirt-1: Navy | S |  | atlien-shirt-1: Navy | M |  | atlien-shirt-1: Navy | L |  | atlien-shirt-1: Navy | XL |  | atlien-shirt-1: Navy | 2XL |  | atlien-shirt-1: Light Blue | S |  | atlien-shirt-1: Light Blue | M |  | atlien-shirt-1: Light Blue | L |  | atlien-shirt-1: Light Blue | XL |  | atlien-shirt-1: Light Blue | 2XL | ","atlien-shirt:yes | atlien-shirt-1:no","atlien-shirt:/product/6697073999936  /product/atlien-shirt  301! | /product/6611681476672  /product/atlien-shirt  301! | /product/atlien-shirt-1  /product/atlien-shirt  301! || atlien-shirt-1:/product/atlien-shirt-1  /product/atlien-shirt  301!","atlien-shirt","Atlien shirt","gid://shopify/Product/6611681476672","2022-07-16T21:22:14-05:00","active","0","0","0.00","","349965","35","Red | True Royal | Kelly | Pink | Athletic Heather | Yellow | White","S | M | L | XL | 2XL","1058585","36","7","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-athletic-heather-front-62d37250c78e4.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-red-front-62d37250c8d38.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-true-royal-front-62d37250c9067.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-kelly-front-62d37250c9560.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-pink-front-62d37250c9beb.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-yellow-front-62d37250ca575.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-white-front-62d37250cb27f.jpg","MyShirtsDope.com","manual","","true","/product/6697073999936  /product/atlien-shirt  301! | /product/6611681476672  /product/atlien-shirt  301! | /product/atlien-shirt-1  /product/atlien-shirt  301!","atlien-shirt-1","Atlien shirt","gid://shopify/Product/6697073999936","2023-01-05T22:46:20-06:00","active","0","0","0.00","","449953","45","Black | Navy | Red | True Royal | Kelly | Pink | Athletic Heather | Light Blue | Yellow","S | M | L | XL | 2XL","9564282","36","9","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-light-blue-front-63b7a79605f51.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-black-front-63b7a79609b74.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-navy-front-63b7a7960a432.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-red-front-63b7a7960b3fe.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-true-royal-front-63b7a7960ca83.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-kelly-front-63b7a7961258e.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-pink-front-63b7a79614a47.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-athletic-heather-front-63b7a79617539.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-staple-t-shirt-yellow-front-63b7a7961e63c.jpg","MyShirtsDope.com","manual","","false","/product/atlien-shirt-1  /product/atlien-shirt  301!","","","","","","","","","","","","","","","","","","","","","",""
"atlien toddler shirt","KEEP BOTH","atlien-toddler-shirt","","Same normalized title, but image URLs, variant sets, and SKU families differ; treat as distinct offers until artwork/provider intent is manually confirmed.","false","false","true","false","atlien-toddler-shirt-1: Black | 2T |  | atlien-toddler-shirt-1: Black | 3T |  | atlien-toddler-shirt-1: Black | 4T |  | atlien-toddler-shirt-1: Black | 5T | ","atlien-toddler-shirt:yes | atlien-toddler-shirt-1:no","atlien-toddler-shirt:/product/6697431695424  /product/atlien-toddler-shirt  301! | /product/6611682459712  /product/atlien-toddler-shirt  301! | /product/atlien-toddler-shirt-1  /product/atlien-toddler-shirt  301! || atlien-toddler-shirt-1:/product/atlien-toddler-shirt-1  /product/atlien-toddler-shirt  301!","atlien-toddler-shirt","Atlien toddler shirt","gid://shopify/Product/6611682459712","2022-07-16T21:42:12-05:00","active","0","0","0.00","","119988","12","Heather Columbia Blue | Pink | White","2T | 3T | 4T | 5T","9531813","30","3","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/toddler-staple-tee-heather-columbia-blue-front-62d37701e9f46.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/toddler-staple-tee-pink-front-62d37701efaee.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/toddler-staple-tee-white-front-62d37701efced.jpg","MyShirtsDope.com","manual","","true","/product/6697431695424  /product/atlien-toddler-shirt  301! | /product/6611682459712  /product/atlien-toddler-shirt  301! | /product/atlien-toddler-shirt-1  /product/atlien-toddler-shirt  301!","atlien-toddler-shirt-1","Atlien toddler shirt","gid://shopify/Product/6697431695424","2023-01-08T15:53:25-06:00","active","0","0","0.00","","119988","12","Black | Heather Columbia Blue | Pink","2T | 3T | 4T | 5T","5031975","30","3","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/toddler-staple-tee-black-front-63bb3b52119c1.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/toddler-staple-tee-heather-columbia-blue-front-63bb3b52121c6.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/toddler-staple-tee-pink-front-63bb3b52123e8.jpg","MyShirtsDope.com","manual","","false","/product/atlien-toddler-shirt-1  /product/atlien-toddler-shirt  301!","","","","","","","","","","","","","","","","","","","","","",""
"baby baby baby youth hoodie","KEEP BOTH","baby-baby-baby-youth-hoodie","","Same normalized title, but image URLs, variant sets, and SKU families differ; treat as distinct offers until artwork/provider intent is manually confirmed.","false","false","false","false","baby-baby-baby-youth-hoodie-1: Royal Blue | S |  | baby-baby-baby-youth-hoodie-1: Royal Blue | M |  | baby-baby-baby-youth-hoodie-1: Royal Blue | L |  | baby-baby-baby-youth-hoodie-1: Royal Blue | XL |  | baby-baby-baby-youth-hoodie-1: Heather Grey | S |  | baby-baby-baby-youth-hoodie-1: Heather Grey | M |  | baby-baby-baby-youth-hoodie-1: Heather Grey | L |  | baby-baby-baby-youth-hoodie-1: Heather Grey | XL |  | baby-baby-baby-youth-hoodie-1: Baby Pink | S |  | baby-baby-baby-youth-hoodie-1: Baby Pink | M |  | baby-baby-baby-youth-hoodie-1: Baby Pink | L |  | baby-baby-baby-youth-hoodie-1: Baby Pink | XL | ","baby-baby-baby-youth-hoodie:yes | baby-baby-baby-youth-hoodie-1:no","baby-baby-baby-youth-hoodie:/product/6611670040640  /product/baby-baby-baby-youth-hoodie  301! | /product/6611670270016  /product/baby-baby-baby-youth-hoodie  301! | /product/baby-baby-baby-youth-hoodie-1  /product/baby-baby-baby-youth-hoodie  301! || baby-baby-baby-youth-hoodie-1:/product/baby-baby-baby-youth-hoodie-1  /product/baby-baby-baby-youth-hoodie  301!","baby-baby-baby-youth-hoodie","Baby Baby Baby youth hoodie","gid://shopify/Product/6611670040640","2022-07-16T15:37:16-05:00","active","0","0","0.00","","349965","35","Red | Indigo Blue | Irish Green | Sport Grey | Light Blue | Light Pink | White","S | M | L | XL | 2XL","1461026","60","7","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-sport-grey-front-62d32176b28a0.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-red-front-62d32176b4ff9.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-indigo-blue-front-62d32176b54de.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-irish-green-front-62d32176b5d66.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-light-blue-front-62d32176b7045.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-light-pink-front-62d32176b821b.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/unisex-heavy-blend-hoodie-white-front-62d32176b9281.jpg","MyShirtsDope.com","manual","","true","/product/6611670040640  /product/baby-baby-baby-youth-hoodie  301! | /product/6611670270016  /product/baby-baby-baby-youth-hoodie  301! | /product/baby-baby-baby-youth-hoodie-1  /product/baby-baby-baby-youth-hoodie  301!","baby-baby-baby-youth-hoodie-1","Baby Baby Baby youth hoodie","gid://shopify/Product/6611670270016","2022-07-16T15:41:46-05:00","active","0","0","0.00","","0","12","Royal Blue | Heather Grey | Baby Pink","S | M | L | XL","4691798","54","3","https://cdn.shopify.com/s/files/1/0095/8257/5680/products/kids-hoodie-heather-grey-front-62d322862ba8c.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/kids-hoodie-royal-blue-front-62d322862c747.jpg | https://cdn.shopify.com/s/files/1/0095/8257/5680/products/kids-hoodie-baby-pink-front-62d322862c8ac.jpg","MyShirtsDope.com","manual","","false","/product/baby-baby-baby-youth-hoodie-1  /product/baby-baby-baby-youth-hoodie  301!","","","","","","","","","","","","","","","","","","","","","",""
